iqv	1478242
lulu	1397187
cpng	1834584
tel	1385157
dg	29534
algn	1097149
cdns	813672
mraay	1450468
cm	1045520
ngg	1004315
wit	1123799
spg	1063761
eog	821189
kdp	1418135
aph	820313
bk	1390777
msci	1408198
rop	882835
atvi	718877
bidu	1329099
nio	1736541
e	1002242
mnst	865752
cnc	1071739
dash	1792789
vmw	1124610
cmg	1058090
payx	723531
aig	5272
hmc	715153
cnq	1017413
a	1090872
crwd	1535527
dlr	1297996
nem	1164727
orly	898173
tt	1466258
epd	1061219
stz	16918
kmb	55785
trp	1232384
scco	1001838
bce	718940
carr	1783180
smfg	1022837
ctas	723254
ctsh	1058290
hpq	47217
vnja	1532383
spot	1639920
twlo	1447669
lyg	1160106
msi	68505
expgy	1376891
zs	1713683
puk	1116578
pxd	1038357
trow	1113169
aptv	1521332
kkr	1404912
ebay	1065088
stm	932787
gld	1222333
wba	1618921
bcs	312069
azo	866787
tak	1395064
rsg	1060391
khc	1637459
aep	4904
bax	10456
alc	1167379
isrg	1035267
dell	1571996
abev	1565025
ntr	1725964
hlt	1585689
pru	1137774
lhx	202058
vod	839923
net	1477333
dd	1666700
mpc	1510295
cvna	1690820
slb	87347
dow	1751788
crh	849395
sbac	1034054
u	1810806
odfl	878927
yum	1041061
gis	40704
bsbr	1471055
ph	76334
gpn	1123360
veev	1393052
ppg	79879
sre	1032208
rok	1024478
danoy	1048515
afl	4977
syy	96021
rost	745732
hsy	47111
ferg	1832433
trv	86312
bbva	842180
mck	927653
ea	712515
dhi	882184
mtd	1037646
clpby	1294325
rmd	943819
su	311337
epam	1352010
keys	1601046
mtch	891103
codyy	1012037
xpev	1810997
sivb	719739
vrsk	1442145
otis	1781335
adm	7084
itub	1132597
mfc	1086888
frc	1132979
fast	815556
eric	717826
xel	72903
bbd	1160330
pltr	1321655
kmi	1506307
cbre	1138118
iff	51253
dfs	1393612
twtr	1418091
biib	875045
nok	924613
amp	820027
anss	1013462
okta	1660134
efx	33185
wcn	1318220
cprt	900075
tdg	1260221
app	1751008
nwg	844150
mdb	1441816
len	920760
well	766704
avb	915912
ctva	1755672
all	899051
nue	73309
wst	105770
ndaq	1120193
awk	1410636
iau	1278680
bf-a	14693
ibkr	1381197
mt	1243429
gold	756894
phg	313216
eqr	906107
ame	1037868
arzgy	1379235
ajg	354190
cht	1132924
peg	788784
sauhy	1451279
kr	56873
stt	93751
are	1035443
slf	1097362
hubs	1404655
psx	1534701
dltr	935703
mfg	1335730
wmb	107263
tu	868675
glw	24741
cmi	26172
tsn	100493
skm	1015650
zbra	877212
es	72741
roku	1428439
hcmly	948696
wltw	1140536
lbrda	1611983
docu	1261333
tscdy	885834
fitb	35527
lyb	1489393
rkt	1805284
ed	1047862
mplx	1552000
wec	783325
vlo	1035002
bll	9389
pcar	75362
lvs	1300514
swk	93556
dia	1041130
lh	920148
poahy	1450346
exr	1289490
sgen	1060736
mgddy	896076
lgfry	1554394
wy	106535
umc	1033767
dvn	1090012
etsy	1370637
cdw	1402057
tlk	1001807
on	1097864
oran	1038143
mdy	936958
cabhf	1436647
it	749251
vrsn	1014473
csx	277948
cern	804753
li	1791706
vmc	1396009
mlm	916076
gwlif	850918
oxy	797468
pcg	1004980
vfc	103379
ec	1444406
expe	1324424
fmx	1061736
ter	97210
syf	1601712
rweoy	939380
abc	1140859
caj	16988
alb	915913
lng	3570
afrm	1820953
gww	277135
tsco	916365
zbh	1136869
siri	908937
db	1159508
imo	49938
oke	1039684
gmab	1434265
hrl	48465
fnv	1456346
zi	1794515
grmn	1121788
o	726728
lyv	1335258
cnhi	1567094
eix	827052
stx	1137789
enph	1463101
payc	1590955
swks	4127
bkr	1701605
ccl	815097
maa	912595
dal	27904
ftv	1659166
ir	1699150
dov	29905
ccep	1650107
mkc	63754
invh	1687229
bgne	1651308
luv	92380
ntrs	73124
chd	313927
wegzy	1445166
ckhuy	1637120
bby	764478
rprx	1802768
cve	1475260
hig	874766
uri	1067701
hznp	1492426
bill	1786352
ttm	926042
avtr	1722482
mga	749098
chwy	1766502
htht	1483994
ste	1757898
mchp	827054
pins	1506293
ryaay	1038683
tef	814052
rci	733099
dre	783280
ppery	1461748
ix	1070304
anyyy	1700171
baesy	895564
hes	4447
sui	912593
path	1734722
zto	1677250
tw	1758730
dte	936340
ppl	922224
cs	1159510
cuk	1125259
beke	1809587
tru	1552033
alny	1178670
mpwr	1280452
mgm	789570
hban	49196
fts	1666175
wat	1000697
bio	12208
gnrc	1474735
aee	1002910
wmg	1319161
ess	920522
expd	746515
etr	65984
pool	945841
fe	1031296
key	91576
et	1276187
ulta	1403568
pki	31791
trmb	864749
gib	1061574
tyl	860731
k	55067
yndx	1513845
dpz	1286681
caixy	1535628
xyl	1524472
ctlt	1596783
nvr	906163
clx	21076
w	1616707
foxa	1754301
br	1383312
ssnc	1402436
kmx	1170010
jbht	728535
hpe	1645590
rf	1281761
ttwo	946581
hal	45012
ntap	1002047
dgx	1022079
yumc	1673358
rcl	884887
coo	711404
imbby	1072670
tdy	1094285
cfg	759944
czr	1590895
cqp	1383650
cg	1527166
viac	813828
zshgy	1495686
gpc	40987
ui	1511737
nice	1003935
holx	859737
pfg	1126328
mtb	36270
tech	842023
fang	1539838
splk	1353283
snmry	1437771
dri	940944
burl	1579298
wpm	1323404
bro	79282
akam	1086222
peak	765880
fms	1333141
kb	1445930
wdc	106040
flt	1175454
lsxma	1560385
sbny	1288784
crl	1100682
entg	1101302
cms	811156
vtr	740260
hei	46619
moh	1179929
xm	1747748
ce	1306830
fds	1013237
qsr	1618756
pkx	889132
argx	1697862
podd	1145197
cinf	20286
amcr	1748790
ip	51434
wpp	806968
j	52988
ally	40729
bxp	1037540
jhx	1159152
acgl	947484
bip	1406234
iex	832101
dish	1001082
lkq	1065696
udr	74208
rng	1384905
bili	1723690
avy	8818
apo	1411494
qrvo	1604778
mas	62996
dt	1773383
wab	943452
nuan	1002517
txt	217346
bldr	1316835
cpt	906345
ben	38777
xp	1787425
clr	732834
mkl	1096343
plug	1093691
shg	1263043
bmrn	1048477
pba	1546066
vtrs	1792044
asx	1122411
ath	1527469
pubgy	1050952
cag	23217
prdsy	1527249
rol	84839
tsgty	939383
iclr	1060955
incy	879169
lbtya	1570585
emn	915389
abmd	815094
brtx	1505497
atasy	1437775
ptaiy	1455967
masi	937556
aes	874761
txg	1770787
pwr	1050915
car	723612
mktx	1278021
chkp	1015922
vici	1705696
omc	29989
cf	1324404
cday	1725057
els	895417
tfx	96943
evrg	1711269
trex	1069878
zg	1617640
tcom	1269238
aap	1158449
cnp	1130310
clvt	1764046
teck	886986
agr	1634997
snn	845982
nlok	849399
l	60086
rkuny	1294591
lnt	352541
mos	1285785
sedg	1419612
amc	1411579
irm	1020569
sjr	932872
elp	1041792
fnf	1331875
oaofy	1058255
ndsn	72331
viv	1066119
cah	721371
morn	1289419
vivhy	1127055
rgen	730272
ual	100517
tdoc	1477449
lyft	1759509
ipg	51644
sjm	91419
phm	822416
wpc	1025378
logi	1032975
lu	1816007
eqh	1333986
fbhs	1519751
cck	1219601
suz	909327
wrb	11544
whr	106640
lumn	18926
aci	1646972
lnvgy	932477
ptc	857005
uhal	4457
fmc	37785
ffiv	1048695
bsy	1031308
cboe	1374310
amh	1562401
chrw	1043277
cgnx	851205
rjf	720005
elan	1739104
nmr	1163653
exas	1124140
jll	1037976
bntgy	1533945
fnd	1507079
hwm	4281
has	46080
ato	731802
gdrx	1809519
mtn	812011
mpw	1287865
ggg	42888
mndy	1845338
aos	91142
ach	1161611
nvax	1000694
sqm	909037
bz	1842827
ares	1176948
pcty	1591698
lpla	1397911
sc	1580608
stld	1022671
otex	1002638
cxo	1358071
lnc	59558
wtrg	78128
gddy	1609711
bki	1627014
bg	1144519
nwsa	1564708
kkpny	1001474
asan	1477720
cpb	16732
fico	814547
wsm	719955
pbcry	1463157
mro	101778
aem	2809
sbhmy	1604982
alsmy	1062066
rpm	110621
iep	813762
qgen	1015820
cchgy	1558633
csl	790051
kkoyy	1436794
frfhf	915191
pkg	75677
gfl	1780232
emraf	1127248
jkhy	779152
reg	910606
psmmy	1439580
ldos	1336920
rhi	315213
zen	1463172
glob	1557860
ts	1190723
hst	1070750
wlk	1262823
ctxs	877890
swmay	1011218
icl	941221
remyy	1552653
sofi	1818874
xray	818479
mhk	851968
brkr	1109354
lii	1069202
lamr	1090425
cna	21175
cma	28412
jpxgy	1600520
enia	912505
dva	927066
wso	105016
cien	936395
pnr	77360
iac	1800227
kof	910631
sci	89089
aal	6201
ihg	858446
dkng	1772757
trgp	1389170
kep	887225
grub	1792627
coup	1385867
ftch	1740915
jxhly	1487533
rh	1528849
tpr	1116132
afg	1042046
disca	1437107
znh	1041668
nly	1043219
alle	1579241
avlr	1348036
pton	1639825
lsi	944314
wrk	1732845
sna	91440
acm	868857
cube	1298675
bah	1443646
jnpr	1043604
estc	1707753
aa	1675149
upst	1647639
cacc	885550
hubb	48898
hnp	929058
mcfe	1783317
kl	1713443
tme	1744676
wfg	1402388
uhs	352915
anet	1596532
ewbc	1069157
cone	1553023
wal	1212545
glpi	1575965
gme	1326380
hsic	1000228
five	1177609
lea	842162
agl	1831097
ivz	914208
vst	1692819
midd	769520
lnegy	1437041
mrvi	1823239
re	1095073
ttc	737758
ni	1111711
dar	916540
cabo	1632127
aeg	769218
jbl	898293
bwa	908255
rdy	1135951
rexr	1571283
nrg	1013871
pcor	1611052
lscc	855658
axon	1069183
synh	1610950
wynn	1174922
site	1650729
ssl	314590
frt	34903
azpn	929940
zion	109380
uwmc	1783398
kim	879101
pen	1321732
aseky	1450206
clf	764065
dava	1656081
tfii	1588823
rs	861884
grfs	1438569
bhc	885590
see	1012100
qs	1811414
erie	922621
mmp	1126975
apa	1841666
cx	1076378
sbysf	1783546
gh	1576280
smar	1366561
manh	1056696
deck	910521
g	1398659
prymy	1437672
levi	94845
tap	24545
bep	1533232
syna	817720
mmex	1440799
dbx	1467623
ndvly	800928
wms	1604028
knx	1492691
wsc	1647088
aemmy	1437776
arw	7536
mdiby	1379481
tpl	1811074
pstg	1474432
cea	1030475
jef	96223
uthr	1082554
tndm	1438133
bap	1001290
cp	16875
gl	320335
gwre	1528396
fivn	1288847
uelmo	100826
ugi	884614
dox	1062579
gfi	1172724
h	1468174
st	1477294
bery	1378992
sbsw	1786909
dlb	1308547
mksi	1049502
cpri	1530721
dks	1089063
teva	818686
fslr	1274494
oc	1370946
cnxc	1803599
aiz	1267238
tpx	1206264
cms-pb	201533
stor	1538990
slab	1038074
ebr	1439124
ipgp	1111928
wix	1576789
nwl	814453
arcc	1287750
ptbry	1504122
chdn	20212
bld	1633931
armk	1584509
bhvn	1689813
y	775368
ttek	831641
oln	74303
an	350698
gds	1526125
lw	1679273
dqjcy	1446597
smg	825542
monoy	1583055
pega	1013857
dseey	1481045
flex	866374
ccj	1009001
oukpy	1436786
tol	794170
fhn	36966
alv	1034670
aqn	1174169
lad	1023128
bj	1531152
agco	880266
egp	49600
edr	1766363
dnb	1799208
vrt	1674101
seic	350894
nvcr	1645113
ntla	1652130
itt	216228
docn	1582961
glbe	1835963
tixt	1825155
pags	1712807
ua	1336917
ovv	1792580
open	1801169
wes	1423902
fsv	1637810
thc	70318
phys	1477049
saia	1177702
chh	1046311
au	1067428
aer	1378789
bmrry	1671235
faf	1472787
ggmc	1818880
nclh	1513761
xpo	1166003
osh	1564406
che	19584
mxchy	1435969
zayo	1608249
fcnca	798941
airc	1820877
dxc	1688568
pag	1019849
tx	1342874
rnr	913144
psxp	1572910
accyy	1049183
fr	921825
rl	1037038
voya	1535929
wh	1722684
ntra	1604821
gntx	355811
leco	59527
wf	1264136
nnn	751364
lpx	60519
gil	1061894
bch	1161125
agnc	1423689
nbix	914475
penn	921738
cold	1455863
glpey	1385535
bak	1071438
ggb	1073404
medp	1668397
coty	1024305
phi	78150
cbsh	22356
cfr	39263
hllgy	1674534
lite	1633978
vno	899689
nyt	71691
m	794367
tsp	1823593
kss	885639
crox	1334036
plnt	1637207
pnw	764622
mrtx	1576263
cib	1071371
jsgry	1442656
usfd	1665918
krc	1025996
bsac	1027552
omcl	926326
azek	1782754
acc	1283630
atr	896622
cae	1173382
bc	14930
nlsn	1492633
osk	775158
oled	1005284
eslt	1027664
lfus	889331
ayi	1144215
rga	898174
oge	1021635
asnd	1612042
axta	1616862
bfam	1437578
atus	1702780
bsmx	1698287
mp	1801368
pltk	1828016
pbct	1378946
jazz	1232524
isday	1224306
srpt	873303
arwr	879407
ori	74260
slfpy	1370418
hii	1501585
cor	1490892
amba	1280263
wu	1365135
nvst	1757073
hun	1307954
gmed	1237831
sf	720672
brx	1581068
hta	1360604
stag	1479094
slv	1330568
jhg	1274173
bokf	875357
dci	29644
byd	906553
yeti	1670592
ffin	36029
mat	63276
casy	726958
stwd	1465128
fybr	20520
iivi	820318
pnfp	1115055
pvh	78239
hli	1302215
run	1469367
adt	1703056
dooo	1748797
kgc	701818
newr	1448056
vac	1524358
lpl	1290109
miufy	1447113
pe	1594466
cwen	1567683
znga	1439404
csan	1430162
foxf	1424929
exp	918646
snv	18349
pac	1347557
swch	1710583
post	1530950
bncdy	1667075
eme	105634
mbt	1115837
ntnx	1618732
cvac	1809122
mtz	15615
dsgx	1050140
rgld	85535
rcm	1472595
omf	1584207
wb	1595761
wwd	108312
rba	1046102
ppc	802481
cybr	1598110
rpd	1560327
ksryy	1668501
iaa	1745041
pb	1068851
asai	1834048
wk	1445305
shc	1822479
amg	1004434
legn	1801198
sgms	750004
furcf	1559444
paa	1070423
plan	1540755
alk	766421
ohi	888491
gbtc	1588489
lstr	853816
kbr	1357615
skx	1065837
chng	1756497
krnt	1625791
nxst	1142417
gps	39911
cohr	21510
algm	866291
bpop	763901
pii	931015
insp	1609550
asgn	890564
pegry	1455633
bmbl	1830043
vvv	1674910
swav	1642545
kt	892450
bpmc	1597264
cigi	913353
ehc	785161
wcc	929008
pso	938323
reyn	1786431
gwr	1012620
ozon	1822829
pmcb	1157075
ash	1674862
wts	795403
ingr	1046257
sam	949870
zlab	1704292
uso	1327068
vlpny	1378984
bepc	1791863
eeft	1029199
ccoey	1551467
caci	16058
nep	1603145
rlx	1828365
nvt	1720635
tnet	937098
crsp	1674416
curlf	1756770
rrr	1653653
eqt	33213
colm	1050797
x	1163302
chk	895126
lysdy	1444327
stn	1131383
ntco	1776967
fate	1434316
cfx	1420800
wex	1309108
novt	1076930
zim	1654126
pfgc	1618673
txrh	1289460
bbio	1743881
mgp	1656936
exel	939767
futu	1754581
slm	1032033
bl	1666134
iipr	1677576
expo	851520
asr	1123452
pri	1475922
hele	916789
mdu	67716
sid	1049659
aval	1504764
gt	42582
snx	1177394
tenb	1660280
fsk	1422183
ozk	1569650
esi	1590714
ubsfy	1446702
igt	1619762
cuz	25232
lazr	1758057
qdel	353569
woof	1826470
ssd	920371
dnli	1714899
dei	1364250
apps	317788
cr	25445
rare	1515673
gtls	892553
chpt	1777393
iart	917520
nfg	70145
nati	935494
halo	1159036
amn	1142750
msa	66570
vips	1529192
tmx	1428875
gpk	1408075
hayw	1834622
cbl	910612
ar	1433270
flo	1128928
hbi	1359841
irdm	1418819
smtc	88941
amkr	1047127
mstr	1050446
orcc	1655888
ssb	764038
trno	1476150
nycb	910073
drvn	1804745
altr	1701732
cw	26324
evr	1360901
mxl	1288469
son	91767
ccmp	1102934
arna	1080709
tho	730263
vly	714310
aqua	1604643
ida	1057877
hlne	1433642
esgr	1363829
awi	7431
hog	793952
coke	317540
qlys	1107843
powi	833640
ufpi	912767
timb	1826168
src	1308606
hhc	1498828
vir	1706431
vicr	751978
virt	1592386
ncno	1566895
bcpc	9326
gbci	868671
lspd	1823306
beam	1745999
bb	1070235
mtsi	1493594
mituy	1446420
grp-un	1564538
srcl	861878
ryn	52827
nov	1021860
trup	1371285
dcp	1338065
tv	912892
sitm	1451809
achc	1520697
paas	771992
crus	772406
seas	1564902
prgo	1585364
expi	1495932
cit	1171825
hfc	48039
cc	1627223
hcm	1648257
pacw	1102112
celh	1341766
leg	58492
amed	896262
vrns	1361113
nfe	1749723
fcn	887936
vg	1272830
vmi	102729
clh	822818
spt	1517375
crct	1828962
man	871763
gshd	1726978
musa	1573516
roll	1324948
spsc	1092699
wen	30697
tkr	98362
wing	1636222
ncr	70866
vnt	1786842
nrz	1556593
fsr	1720990
mime	1644675
rog	84748
umbf	101382
nsa	1618563
knsl	1669162
dv	1819928
adrzy	1436467
wtfc	1015328
opch	1014739
anat	1801075
slg	1040971
appn	1441683
abcm	1492074
al	1487712
stne	1745431
esnt	1448893
unm	5513
dds	28917
apg	1796209
ely	837465
avnt	1122976
task	1829864
wbs	801337
mlco	1381640
cdk	1609702
icui	883984
atkr	1666138
sim	887153
psb	866368
tfsl	1381668
ocdx	1828443
shi	908732
rli	84246
atc	1762459
pinc	1577916
stl	1070154
rhp	1040829
ab	825313
cwk	1628369
arvl	1835059
jbt	1433660
pdce	77877
sbs	1170858
pzza	901491
neog	711377
onto	704532
kod	1468748
diod	29002
tdc	816761
mms	1032220
angi	1705110
sigi	230557
mtg	876437
saic	1571123
four	1794669
wd	1497770
sfbs	1430723
msm	1003078
hri	1364479
pfsi	1745916
unvr	1494319
jblu	1158463
spr	1364885
ubsi	729986
sndr	1692063
exls	1297989
jamf	1721947
laz	1311370
sum	1621563
nea	1195737
qtwo	1410384
nakd	1707919
swi	1739942
bxmt	1061630
tnl	1361658
ions	874015
por	784977
rrc	315852
am	1623925
pgny	1551306
thg	944695
pk	1617406
pacb	1299130
hiw	921082
bwxt	1486957
slgn	849869
chffy	1601994
fsly	1517413
ttd	1671933
bhf	1685040
ensg	1125376
seb	88121
gtes	1718512
staa	718937
cano	1800682
sail	1627857
lanc	57515
lxp	910108
mth	833079
mgy	1698990
nari	1531048
nsp	1000753
gtbif	1795139
env	1337619
cert	1827090
appf	1433195
nomd	1651717
etrn	1747009
adnt	1670541
he	354707
lesl	1821806
mtdr	1520006
hr	899749
axs	1214816
shls	1831651
ttec	1013880
sig	832988
fl	850209
tmhc	1562476
fn	1408710
cri	1060822
cere	1805387
adc	917251
box	1372612
msp	1724570
cns	1284812
chgg	1364954
hgv	1674168
bkh	1130464
cixx	1829948
dufry	1546354
fizz	69891
cwst	911177
bcucy	1581285
kbh	795266
prft	1085869
hxl	717605
xrx	1770450
focs	1651052
shlx	1610466
itci	1567514
nkla	1731289
sqsp	1496963
sky	90896
cig	1157557
hlf	1180262
upwk	1627475
hrb	12659
r	85961
lhcg	1303313
ayx	1689923
upchy	1447772
fele	38725
wns	1356570
sfrgy	1571549
rdfn	1382821
bynd	1655210
spb	109177
hwc	750577
cmc	22444
livn	1639691
ful	39368
umpq	1077771
fvrr	1762301
hasi	1561894
figs	1846576
safm	812128
chx	1723089
tsem	928876
sdipf	1562040
msgs	1636519
aaon	824142
twst	1581280
hain	910406
cnmd	816956
kwr	81362
ora	1296445
ibp	1580905
swx	1692115
sxt	310142
tgna	39899
frhc	924805
alrm	1459200
aciw	935036
calx	1406666
goos	1690511
neo	1077183
sstk	1549346
bzzuy	1437774
kfy	56679
negg	1474627
btg	1429937
rvlv	1746618
abcl	1703057
ameh	1083446
cbu	723188
safe	1688852
frpt	1611647
krtx	1771917
ogs	1587732
trtn	1660734
avt	8858
homb	1331520
amrc	1488139
mur	717423
blkb	1280058
ay	1601072
knbe	1664998
si	1312109
vne	1733186
adpt	1478320
auy	1264089
lthm	1742924
ait	109563
dsey	1831617
lope	1434588
dbrg	1679688
dct	1160951
fls	30625
psth	1811882
cef	1726122
apls	1492422
doc	1574540
carg	1494259
ssrm	921638
becn	1124941
rdn	890926
hi	1417398
bku	1504008
njr	356309
viav	912093
aeo	919012
yy	1530238
sun	1552275
orryy	1641431
arvn	1655759
sem	1320414
acad	1070494
navi	1593538
smpl	1702744
eye	1710155
golf	1672013
vsbc	1697884
unf	717954
pnm	1108426
iq	1722608
alks	1520262
nvmi	1109345
mc	1596967
fnb	37808
mdc	773141
lgih	1580670
ebc	1810546
nvg	1090116
bldp	1453015
alsn	1411207
be	1664703
lcii	763744
rezi	1740332
pch	1338749
nni	1258602
jbgs	1689796
neu	1282637
lfst	1845257
taipy	1716957
trip	1526520
hqy	1428336
out	1579877
apam	1517302
arnc	1790982
rsi	1793659
den	945764
awr	1056903
mara	1507605
hpp	1482512
wwe	1091907
ael	1039828
six	701374
isbc	1594012
shoo	913241
ajrd	40888
cgc	1737927
ago	1273813
fhi	1056288
edu	1372920
ppbi	1028918
iijiy	1090633
flyw	1580560
gatx	40211
aso	1817358
nsit	932696
glpg	1421876
matx	3453
cade	1299939
aple	1418121
flow	1641991
bmch	1574815
bbu	1654795
pay	1841156
cwt	1035201
trox	1530804
coop	933136
kex	56047
sono	1314727
fix	1035983
cim	1409493
kmpr	860748
evtc	1559865
migi	1218683
spwr	867773
comp	1563190
bnl	1424182
mac	912242
athm	1527636
mmsi	856982
crvl	874866
fhb	36377
imab	1778016
ccoi	1158324
lob	1462120
cwh	1669779
kc	1795589
tlry	1731348
vzio	1835591
irtc	1388658
flr	1124198
tuya	1829118
epr	1045450
spce	1706946
ai	1577526
swtx	1773427
egfey	1437178
crc	1609253
jwn	72333
psn	275880
cpa	1345105
abcb	351569
form	1039399
lac	1440972
dorm	868780
atco	1794846
asb	7789
klic	56978
jteky	1446661
tkc	1071321
ads	1101215
gpi	1031203
sm	893538
wdfc	105132
zntl	1725160
boot	1610250
aeis	927003
caty	861842
sklz	1801661
azihy	1533475
dnp	806628
ale	66756
wbt	1650962
nad	1083839
mli	89439
boh	46195
qfin	1741530
brp	1781755
cour	1651562
trq	1158041
lgf-a	929351
nmrk	1690680
ens	1289308
sfm	1575515
eprt	1728951
nvta	1501134
omi	75252
sr	1126956
hypmy	1486749
aimc	1374535
hlio	1024795
cnne	1704720
atrc	1323885
dada	1793862
vrnt	1166388
kw	1408100
opk	944809
dan	26780
olo	1431695
rcii	933036
vnom	1602065
psec	1287032
ax	1299709
rmbs	917273
ramp	733269
sgry	1638833
sgfy	1828182
insm	1104506
simo	1329394
trn	99780
brfs	1122491
meoh	886977
bco	78890
cytk	1061983
fold	1178879
jobs	1295484
tph	1561680
enlc	1592000
fwrd	912728
sfnc	90498
abg	1144980
sitc	894315
eqc	803649
cvlt	1169561
ipar	822663
tcnnf	1754195
wtm	776867
csgp	1057352
exg	1379438
cno	1224608
eaf	931148
erj	1355444
algt	1362468
wern	793074
swn	7332
pjt	1626115
qrtea	1355096
olli	1639300
shak	1620533
sana	1770121
ofc	860546
ibtx	1564618
pbh	1295947
jw-a	107140
unit	1620280
lpro	1806201
cbt	16040
iova	1425205
vsat	797721
rcus	1724521
cnx	1070412
vc	1111335
prg	1808834
vsh	103730
pd	1568100
bmi	9092
tex	97216
ulcc	1670076
ahco	1725255
ftdr	1727263
rlay	1812364
tmbby	1531740
itri	780571
mntv	1739936
bipc	1788348
tac	1144800
auph	1600620
csq	1275214
mnso	1815846
ucbi	857855
main	1396440
cbrl	1067294
nvro	1444380
bstz	1768666
aub	883948
jjsf	785956
ifs	1615903
mmyt	1495153
onb	707179
tcbi	1077428
agi	1178819
nova	1772695
crnc	1768267
ptct	1070081
bios	1856653
joe	745308
rxt	1810019
agti	1749704
peb	1474098
kmt	55242
mpln	1793229
fbp	1057706
veon	1468091
drna	1399529
ihrt	1400891
swim	1833197
ghc	104889
zh	1835724
flgt	1674930
cvbf	354647
ccu	888746
rusha	1012019
ktb	1760965
sji	91928
ngvt	1653477
acva	1637873
psfe	1833835
nktr	906709
ag	1308648
bpxxy	1567024
mant	892537
whd	1699136
mrcy	1049521
fcfs	840489
wire	850460
bdc	913142
pack	1712463
mgee	1161728
dq	1477641
hth	1265131
ottr	1466593
ain	819793
me	1804591
fun	811532
ava	104918
hl	719413
sabr	1597033
mcy	64996
urbn	912615
door	893691
eva	1592057
sbra	1492298
rxrx	1601830
tbk	1539638
arcb	894405
abm	771497
itgr	1114483
nwe	73088
dy	67215
frog	1800667
semr	1831840
unfi	1020859
prmw	884713
cvco	278166
prva	1759655
cpg	1545851
yelp	1345016
wor	108516
brc	746598
hubg	940942
pdco	891024
tigo	912958
hae	313143
kymr	1815442
ddd	910638
ttgt	1293282
gef	43920
fult	700564
inmd	1742692
ugp	1094972
usm	821130
bmez	1785971
nuva	1142596
fti	1681459
lila	1712184
plxs	785786
thrm	903129
lmnd	1691421
ibrx	1326110
vcyt	1384101
bigc	1626450
